CodeLevel1|DescriptionLevel1|CodeLevel2|DescriptionLevel2|CodeLevel3|DescriptionLevel3|CodeLevel4|DescriptionLevel4|ID|CustomCodeLevel1|CustomDescriptionLevel1|CustomCodeLevel2|CustomDescriptionLevel2|CustomCodeLevel3|CustomDescriptionLevel3|CustomCodeLevel4|LanguageCode
15|Software|1551|Software Educación|MTH-SW|Software Matemático|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|MTH-SW|Software Matemático|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|MTH-SW|Software Matemático|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|MTH-SW|Software Matemático|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|MTH-SW|Software Matemático|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|MTH-SW|Software Matemático|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|BOOK|Documentación|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|CROM|Software en CD-ROM|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|DVD|Software en DVD|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|ESD|Entrega electrónica de Software|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|LICS|Licencia Software Retail|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|NEW-SW|Software Noticias e Historia|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|BOOK|Documentación|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|CROM|Software en CD-ROM|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|DVD|Software en DVD|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|ESD|Entrega electrónica de Software|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|LICS|Licencia Software Retail|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|RDG-SW|Software Lectura|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|BOOK|Documentación|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|CROM|Software en CD-ROM|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|DVD|Software en DVD|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|ESD|Entrega electrónica de Software|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|LICS|Licencia Software Retail|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SC-SW|Software de Ciencia|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|BOOK|Documentación|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|CROM|Software en CD-ROM|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|DVD|Software en DVD|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|ESD|Entrega electrónica de Software|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|LICS|Licencia Software Retail|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SPL-SW|Software Ortografía|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|BOOK|Documentación|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|CROM|Software en CD-ROM|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|DVD|Software en DVD|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|ESD|Entrega electrónica de Software|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|LICS|Licencia Software Retail|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|SSK-SW|Software Técnicas de Estudio|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|BOOK|Documentación|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|CROM|Software en CD-ROM|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|DVD|Software en DVD|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|ESD|Entrega electrónica de Software|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|LICS|Licencia Software Retail|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|TCH-SW|Software Recursos Educativos|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|BOOK|Documentación|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|CROM|Software en CD-ROM|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|DVD|Software en DVD|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|ESD|Entrega electrónica de Software|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|LICS|Licencia Software Retail|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|TYP-SW|Software Mecanografía|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|BOOK|Documentación|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|CROM|Software en CD-ROM|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|DVD|Software en DVD|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|ESD|Entrega electrónica de Software|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|LICS|Licencia Software Retail|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|RLTY|Microsoft Royalty Skus|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|VDOC|Kit Documentación de Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|VLIC|Licencia Volumen|||||||||es-MX
15|Software|1551|Software Educación|WRI-SW|Software Escritura|VMED|Media Kit Licencia Volumen|||||||||es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|BOOK|Documentación|1693|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|BOOK|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|CROM|Software en CD-ROM|1694|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|CROM|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|DVD|Software en DVD|1729|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|DVD|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|ESD|Entrega electrónica de Software|1740|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|ESD|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|LICS|Licencia Software Retail|1756|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|LICS|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|MLIC|Software Mantenimiento/Sin Licencia|1748|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|MLIC|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|RLTY|Microsoft Royalty Skus|1709|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|RLTY|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|SLIC|Licencia Volumen c/Soporte|1728|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|SLIC|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|VDOC|Kit Documentación de Licencia Volumen|1663|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|VDOC|es-MX
15|Software|1553|Software Juegos|ACT-SW|Software Juegos Acción/Aventura|VMED|Media Kit Licencia Volumen|1749|15|Software|C10019|SW Entretenimiento|ACT-SW|Software Juegos Acción/Aventura|VMED|es-MX
15|Software|1553|Software Juegos|ARC-SW|Juegos Árcade|BOOK|Documentación|1720|15|Software|C10019|SW Entretenimiento|ARC-SW|Juegos Árcade|BOOK|es-MX
15|Software|1553|Software Juegos|ARC-SW|Juegos Árcade|DVD|Software en DVD|1686|15|Software|C10019|SW Entretenimiento|ARC-SW|Juegos Árcade|DVD|es-MX
15|Software|1553|Software Juegos|ARC-SW|Juegos Árcade|LICS|Licencia Software Retail|1730|15|Software|C10019|SW Entretenimiento|ARC-SW|Juegos Árcade|LICS|es-MX
15|Software|1553|Software Juegos|ARC-SW|Juegos Árcade|MLIC|Software Mantenimiento/Sin Licencia|1711|15|Software|C10019|SW Entretenimiento|ARC-SW|Juegos Árcade|MLIC|es-MX
15|Software|1553|Software Juegos|ARC-SW|Juegos Árcade|SLIC|Licencia Volumen c/Soporte|1714|15|Software|C10019|SW Entretenimiento|ARC-SW|Juegos Árcade|SLIC|es-MX
15|Software|1553|Software Juegos|ARC-SW|Juegos Árcade|VDOC|Kit Documentación de Licencia Volumen|1669|15|Software|C10019|SW Entretenimiento|ARC-SW|Juegos Árcade|VDOC|es-MX
15|Software|1553|Software Juegos|ARC-SW|Juegos Árcade|VLIC|Licencia Volumen|1710|15|Software|C10019|SW Entretenimiento|ARC-SW|Juegos Árcade|VLIC|es-MX
15|Software|1553|Software Juegos|ARC-SW|Juegos Árcade|VMED|Media Kit Licencia Volumen|1726|15|Software|C10019|SW Entretenimiento|ARC-SW|Juegos Árcade|VMED|es-MX
15|Software|1553|Software Juegos|CAS-SW|Software Juegos de Cartas y Casino|BOOK|Documentación|1734|15|Software|C10019|SW Entretenimiento|CAS-SW|Software Juegos de Cartas y Casino|BOOK|es-MX
15|Software|1553|Software Juegos|CAS-SW|Software Juegos de Cartas y Casino|CROM|Software en CD-ROM|1678|15|Software|C10019|SW Entretenimiento|CAS-SW|Software Juegos de Cartas y Casino|CROM|es-MX
15|Software|1553|Software Juegos|CAS-SW|Software Juegos de Cartas y Casino|DVD|Software en DVD|1695|15|Software|C10019|SW Entretenimiento|CAS-SW|Software Juegos de Cartas y Casino|DVD|es-MX
15|Software|1553|Software Juegos|CAS-SW|Software Juegos de Cartas y Casino|ESD|Entrega electrónica de Software|1682|15|Software|C10019|SW Entretenimiento|CAS-SW|Software Juegos de Cartas y Casino|ESD|es-MX
15|Software|1553|Software Juegos|CAS-SW|Software Juegos de Cartas y Casino|LICS|Licencia Software Retail|1727|15|Software|C10019|SW Entretenimiento|CAS-SW|Software Juegos de Cartas y Casino|LICS|es-MX
15|Software|1553|Software Juegos|CAS-SW|Software Juegos de Cartas y Casino|RLTY|Microsoft Royalty Skus|1687|15|Software|C10019|SW Entretenimiento|CAS-SW|Software Juegos de Cartas y Casino|RLTY|es-MX
15|Software|1553|Software Juegos|CAS-SW|Software Juegos de Cartas y Casino|SLIC|Licencia Volumen c/Soporte|1723|15|Software|C10019|SW Entretenimiento|CAS-SW|Software Juegos de Cartas y Casino|SLIC|es-MX
15|Software|1553|Software Juegos|CAS-SW|Software Juegos de Cartas y Casino|VDOC|Kit Documentación de Licencia Volumen|1665|15|Software|C10019|SW Entretenimiento|CAS-SW|Software Juegos de Cartas y Casino|VDOC|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|CROM|Software en CD-ROM|1707|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|CROM|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|DVD|Software en DVD|1683|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|DVD|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|LICS|Licencia Software Retail|1676|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|LICS|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|MLIC|Software Mantenimiento/Sin Licencia|1708|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|MLIC|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|RLTY|Microsoft Royalty Skus|1702|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|RLTY|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|SLIC|Licencia Volumen c/Soporte|1724|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|SLIC|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|VDOC|Kit Documentación de Licencia Volumen|1743|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|VDOC|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|VLIC|Licencia Volumen|1735|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|VLIC|es-MX
15|Software|1553|Software Juegos|FAM-SW|Software Juegos Infantiles y Familia|VMED|Media Kit Licencia Volumen|1736|15|Software|C10019|SW Entretenimiento|FAM-SW|Software Juegos Infantiles y Familia|VMED|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|BOOK|Documentación|1692|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|BOOK|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|CROM|Software en CD-ROM|1716|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|CROM|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|DVD|Software en DVD|1685|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|DVD|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|ESD|Entrega electrónica de Software|1712|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|ESD|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|LICS|Licencia Software Retail|1670|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|LICS|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|MLIC|Software Mantenimiento/Sin Licencia|1688|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|MLIC|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|RLTY|Microsoft Royalty Skus|1660|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|RLTY|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|VDOC|Kit Documentación de Licencia Volumen|1673|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|VDOC|es-MX
15|Software|1553|Software Juegos|FGT-SW|Software Juegos de Pelea|VMED|Media Kit Licencia Volumen|1744|15|Software|C10019|SW Entretenimiento|FGT-SW|Software Juegos de Pelea|VMED|es-MX
15|Software|1553|Software Juegos|GA-NDP|Software de Juegos ESD sin Descarga de Protección|ESD|Entrega electrónica de Software|1719|15|Software|C10019|SW Entretenimiento|GA-NDP|Software de Juegos ESD sin Descarga de Protección|ESD|es-MX
15|Software|1553|Software Juegos|GA-WDP|Software de Juegos ESD Con Descarga de Protección|DP|Download Protección (Dell)|1718|15|Software|C10019|SW Entretenimiento|GA-WDP|Software de Juegos ESD Con Descarga de Protección|DP|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|BOOK|Documentación|1737|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|BOOK|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|CROM|Software en CD-ROM|1753|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|CROM|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|ESD|Entrega electrónica de Software|1689|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|ESD|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|LICS|Licencia Software Retail|1713|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|LICS|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|MLIC|Software Mantenimiento/Sin Licencia|1741|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|MLIC|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|RLTY|Microsoft Royalty Skus|1750|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|RLTY|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|SLIC|Licencia Volumen c/Soporte|1746|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|SLIC|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|VDOC|Kit Documentación de Licencia Volumen|1738|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|VDOC|es-MX
15|Software|1553|Software Juegos|OTH-SW|Software Juegos Varios|VLIC|Licencia Volumen|1667|15|Software|C10019|SW Entretenimiento|OTH-SW|Software Juegos Varios|VLIC|es-MX
15|Software|1553|Software Juegos|RPG-SW|Software Juegos de Rol (RPG)|BOOK|Documentación|1662|15|Software|C10019|SW Entretenimiento|RPG-SW|Software Juegos de Rol (RPG)|BOOK|es-MX
15|Software|1553|Software Juegos|RPG-SW|Software Juegos de Rol (RPG)|DVD|Software en DVD|1661|15|Software|C10019|SW Entretenimiento|RPG-SW|Software Juegos de Rol (RPG)|DVD|es-MX
15|Software|1553|Software Juegos|RPG-SW|Software Juegos de Rol (RPG)|ESD|Entrega electrónica de Software|1725|15|Software|C10019|SW Entretenimiento|RPG-SW|Software Juegos de Rol (RPG)|ESD|es-MX
15|Software|1553|Software Juegos|RPG-SW|Software Juegos de Rol (RPG)|MLIC|Software Mantenimiento/Sin Licencia|1717|15|Software|C10019|SW Entretenimiento|RPG-SW|Software Juegos de Rol (RPG)|MLIC|es-MX
15|Software|1553|Software Juegos|RPG-SW|Software Juegos de Rol (RPG)|RLTY|Microsoft Royalty Skus|1674|15|Software|C10019|SW Entretenimiento|RPG-SW|Software Juegos de Rol (RPG)|RLTY|es-MX
15|Software|1553|Software Juegos|RPG-SW|Software Juegos de Rol (RPG)|SLIC|Licencia Volumen c/Soporte|1659|15|Software|C10019|SW Entretenimiento|RPG-SW|Software Juegos de Rol (RPG)|SLIC|es-MX
15|Software|1553|Software Juegos|RPG-SW|Software Juegos de Rol (RPG)|VLIC|Licencia Volumen|1675|15|Software|C10019|SW Entretenimiento|RPG-SW|Software Juegos de Rol (RPG)|VLIC|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|BOOK|Documentación|1715|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|BOOK|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|DVD|Software en DVD|1732|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|DVD|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|LICS|Licencia Software Retail|1672|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|LICS|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|MLIC|Software Mantenimiento/Sin Licencia|1704|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|MLIC|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|RLTY|Microsoft Royalty Skus|1679|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|RLTY|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|SLIC|Licencia Volumen c/Soporte|1699|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|SLIC|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|VDOC|Kit Documentación de Licencia Volumen|1677|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|VDOC|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|VLIC|Licencia Volumen|1722|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|VLIC|es-MX
15|Software|1553|Software Juegos|SHT-SW|Software Disparos / Shooters|VMED|Media Kit Licencia Volumen|1739|15|Software|C10019|SW Entretenimiento|SHT-SW|Software Disparos / Shooters|VMED|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|BOOK|Documentación|1697|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|BOOK|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|CROM|Software en CD-ROM|1668|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|CROM|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|DVD|Software en DVD|1701|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|DVD|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|ESD|Entrega electrónica de Software|1703|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|ESD|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|LICS|Licencia Software Retail|1706|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|LICS|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|MLIC|Software Mantenimiento/Sin Licencia|1658|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|MLIC|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|SLIC|Licencia Volumen c/Soporte|1681|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|SLIC|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|VDOC|Kit Documentación de Licencia Volumen|1698|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|VDOC|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|VLIC|Licencia Volumen|1752|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|VLIC|es-MX
15|Software|1553|Software Juegos|SIM-SW|Software Simuladores en Juego|VMED|Media Kit Licencia Volumen|1731|15|Software|C10019|SW Entretenimiento|SIM-SW|Software Simuladores en Juego|VMED|es-MX
15|Software|1553|Software Juegos|SPT-SW|Software Juegos Deportivos|BOOK|Documentación|1721|15|Software|C10019|SW Entretenimiento|SPT-SW|Software Juegos Deportivos|BOOK|es-MX
15|Software|1553|Software Juegos|SPT-SW|Software Juegos Deportivos|CROM|Software en CD-ROM|1742|15|Software|C10019|SW Entretenimiento|SPT-SW|Software Juegos Deportivos|CROM|es-MX
